dateRep,day,month,year,countriesAndTerritories,geoId,countryterritoryCode,popData2020,continentExp,type,counts
06/11/2021,6,11,2021,Latvia,LV,LVA,1907675,Europe,cases,1888
05/11/2021,5,11,2021,Latvia,LV,LVA,1907675,Europe,cases,1821
04/11/2021,4,11,2021,Latvia,LV,LVA,1907675,Europe,cases,2347
03/11/2021,3,11,2021,Latvia,LV,LVA,1907675,Europe,cases,2718
02/11/2021,2,11,2021,Latvia,LV,LVA,1907675,Europe,cases,1884
01/11/2021,1,11,2021,Latvia,LV,LVA,1907675,Europe,cases,772
31/10/2021,31,10,2021,Latvia,LV,LVA,1907675,Europe,cases,1800
30/10/2021,30,10,2021,Latvia,LV,LVA,1907675,Europe,cases,2879
29/10/2021,29,10,2021,Latvia,LV,LVA,1907675,Europe,cases,2758
28/10/2021,28,10,2021,Latvia,LV,LVA,1907675,Europe,cases,2919
27/10/2021,27,10,2021,Latvia,LV,LVA,1907675,Europe,cases,3206
26/10/2021,26,10,2021,Latvia,LV,LVA,1907675,Europe,cases,2117
25/10/2021,25,10,2021,Latvia,LV,LVA,1907675,Europe,cases,887
24/10/2021,24,10,2021,Latvia,LV,LVA,1907675,Europe,cases,2252
23/10/2021,23,10,2021,Latvia,LV,LVA,1907675,Europe,cases,2932
22/10/2021,22,10,2021,Latvia,LV,LVA,1907675,Europe,cases,3133
21/10/2021,21,10,2021,Latvia,LV,LVA,1907675,Europe,cases,2935
20/10/2021,20,10,2021,Latvia,LV,LVA,1907675,Europe,cases,2599
19/10/2021,19,10,2021,Latvia,LV,LVA,1907675,Europe,cases,1853
18/10/2021,18,10,2021,Latvia,LV,LVA,1907675,Europe,cases,1253
17/10/2021,17,10,2021,Latvia,LV,LVA,1907675,Europe,cases,2377
16/10/2021,16,10,2021,Latvia,LV,LVA,1907675,Europe,cases,2799
15/10/2021,15,10,2021,Latvia,LV,LVA,1907675,Europe,cases,2142
14/10/2021,14,10,2021,Latvia,LV,LVA,1907675,Europe,cases,2408
13/10/2021,13,10,2021,Latvia,LV,LVA,1907675,Europe,cases,2236
12/10/2021,12,10,2021,Latvia,LV,LVA,1907675,Europe,cases,1376
11/10/2021,11,10,2021,Latvia,LV,LVA,1907675,Europe,cases,1002
10/10/2021,10,10,2021,Latvia,LV,LVA,1907675,Europe,cases,1359
09/10/2021,9,10,2021,Latvia,LV,LVA,1907675,Europe,cases,1669
08/10/2021,8,10,2021,Latvia,LV,LVA,1907675,Europe,cases,1695
07/10/2021,7,10,2021,Latvia,LV,LVA,1907675,Europe,cases,1752
06/10/2021,6,10,2021,Latvia,LV,LVA,1907675,Europe,cases,1671
05/10/2021,5,10,2021,Latvia,LV,LVA,1907675,Europe,cases,1010
04/10/2021,4,10,2021,Latvia,LV,LVA,1907675,Europe,cases,479
03/10/2021,3,10,2021,Latvia,LV,LVA,1907675,Europe,cases,1033
02/10/2021,2,10,2021,Latvia,LV,LVA,1907675,Europe,cases,1190
01/10/2021,1,10,2021,Latvia,LV,LVA,1907675,Europe,cases,1127
30/09/2021,30,9,2021,Latvia,LV,LVA,1907675,Europe,cases,1208
29/09/2021,29,9,2021,Latvia,LV,LVA,1907675,Europe,cases,1203
28/09/2021,28,9,2021,Latvia,LV,LVA,1907675,Europe,cases,804
27/09/2021,27,9,2021,Latvia,LV,LVA,1907675,Europe,cases,290
26/09/2021,26,9,2021,Latvia,LV,LVA,1907675,Europe,cases,567
25/09/2021,25,9,2021,Latvia,LV,LVA,1907675,Europe,cases,816
24/09/2021,24,9,2021,Latvia,LV,LVA,1907675,Europe,cases,710
23/09/2021,23,9,2021,Latvia,LV,LVA,1907675,Europe,cases,776
22/09/2021,22,9,2021,Latvia,LV,LVA,1907675,Europe,cases,674
21/09/2021,21,9,2021,Latvia,LV,LVA,1907675,Europe,cases,494
20/09/2021,20,9,2021,Latvia,LV,LVA,1907675,Europe,cases,189
19/09/2021,19,9,2021,Latvia,LV,LVA,1907675,Europe,cases,404
18/09/2021,18,9,2021,Latvia,LV,LVA,1907675,Europe,cases,542
17/09/2021,17,9,2021,Latvia,LV,LVA,1907675,Europe,cases,533
16/09/2021,16,9,2021,Latvia,LV,LVA,1907675,Europe,cases,596
15/09/2021,15,9,2021,Latvia,LV,LVA,1907675,Europe,cases,697
14/09/2021,14,9,2021,Latvia,LV,LVA,1907675,Europe,cases,460
13/09/2021,13,9,2021,Latvia,LV,LVA,1907675,Europe,cases,135
12/09/2021,12,9,2021,Latvia,LV,LVA,1907675,Europe,cases,393
11/09/2021,11,9,2021,Latvia,LV,LVA,1907675,Europe,cases,419
10/09/2021,10,9,2021,Latvia,LV,LVA,1907675,Europe,cases,489
09/09/2021,9,9,2021,Latvia,LV,LVA,1907675,Europe,cases,490
08/09/2021,8,9,2021,Latvia,LV,LVA,1907675,Europe,cases,459
07/09/2021,7,9,2021,Latvia,LV,LVA,1907675,Europe,cases,311
06/09/2021,6,9,2021,Latvia,LV,LVA,1907675,Europe,cases,114
05/09/2021,5,9,2021,Latvia,LV,LVA,1907675,Europe,cases,358
04/09/2021,4,9,2021,Latvia,LV,LVA,1907675,Europe,cases,360
03/09/2021,3,9,2021,Latvia,LV,LVA,1907675,Europe,cases,354
02/09/2021,2,9,2021,Latvia,LV,LVA,1907675,Europe,cases,340
01/09/2021,1,9,2021,Latvia,LV,LVA,1907675,Europe,cases,469
31/08/2021,31,8,2021,Latvia,LV,LVA,1907675,Europe,cases,237
30/08/2021,30,8,2021,Latvia,LV,LVA,1907675,Europe,cases,81
29/08/2021,29,8,2021,Latvia,LV,LVA,1907675,Europe,cases,196
28/08/2021,28,8,2021,Latvia,LV,LVA,1907675,Europe,cases,256
27/08/2021,27,8,2021,Latvia,LV,LVA,1907675,Europe,cases,181
26/08/2021,26,8,2021,Latvia,LV,LVA,1907675,Europe,cases,150
25/08/2021,25,8,2021,Latvia,LV,LVA,1907675,Europe,cases,249
24/08/2021,24,8,2021,Latvia,LV,LVA,1907675,Europe,cases,169
23/08/2021,23,8,2021,Latvia,LV,LVA,1907675,Europe,cases,73
22/08/2021,22,8,2021,Latvia,LV,LVA,1907675,Europe,cases,101
21/08/2021,21,8,2021,Latvia,LV,LVA,1907675,Europe,cases,160
20/08/2021,20,8,2021,Latvia,LV,LVA,1907675,Europe,cases,133
19/08/2021,19,8,2021,Latvia,LV,LVA,1907675,Europe,cases,146
18/08/2021,18,8,2021,Latvia,LV,LVA,1907675,Europe,cases,180
17/08/2021,17,8,2021,Latvia,LV,LVA,1907675,Europe,cases,154
16/08/2021,16,8,2021,Latvia,LV,LVA,1907675,Europe,cases,49
15/08/2021,15,8,2021,Latvia,LV,LVA,1907675,Europe,cases,73
14/08/2021,14,8,2021,Latvia,LV,LVA,1907675,Europe,cases,108
13/08/2021,13,8,2021,Latvia,LV,LVA,1907675,Europe,cases,127
12/08/2021,12,8,2021,Latvia,LV,LVA,1907675,Europe,cases,107
11/08/2021,11,8,2021,Latvia,LV,LVA,1907675,Europe,cases,120
10/08/2021,10,8,2021,Latvia,LV,LVA,1907675,Europe,cases,125
09/08/2021,9,8,2021,Latvia,LV,LVA,1907675,Europe,cases,41
08/08/2021,8,8,2021,Latvia,LV,LVA,1907675,Europe,cases,74
07/08/2021,7,8,2021,Latvia,LV,LVA,1907675,Europe,cases,63
06/08/2021,6,8,2021,Latvia,LV,LVA,1907675,Europe,cases,80
05/08/2021,5,8,2021,Latvia,LV,LVA,1907675,Europe,cases,70
04/08/2021,4,8,2021,Latvia,LV,LVA,1907675,Europe,cases,97
03/08/2021,3,8,2021,Latvia,LV,LVA,1907675,Europe,cases,112
02/08/2021,2,8,2021,Latvia,LV,LVA,1907675,Europe,cases,26
01/08/2021,1,8,2021,Latvia,LV,LVA,1907675,Europe,cases,36
31/07/2021,31,7,2021,Latvia,LV,LVA,1907675,Europe,cases,64
30/07/2021,30,7,2021,Latvia,LV,LVA,1907675,Europe,cases,82
29/07/2021,29,7,2021,Latvia,LV,LVA,1907675,Europe,cases,67
28/07/2021,28,7,2021,Latvia,LV,LVA,1907675,Europe,cases,78
27/07/2021,27,7,2021,Latvia,LV,LVA,1907675,Europe,cases,68
26/07/2021,26,7,2021,Latvia,LV,LVA,1907675,Europe,cases,23
25/07/2021,25,7,2021,Latvia,LV,LVA,1907675,Europe,cases,56
24/07/2021,24,7,2021,Latvia,LV,LVA,1907675,Europe,cases,43
23/07/2021,23,7,2021,Latvia,LV,LVA,1907675,Europe,cases,38
22/07/2021,22,7,2021,Latvia,LV,LVA,1907675,Europe,cases,44
21/07/2021,21,7,2021,Latvia,LV,LVA,1907675,Europe,cases,62
20/07/2021,20,7,2021,Latvia,LV,LVA,1907675,Europe,cases,54
19/07/2021,19,7,2021,Latvia,LV,LVA,1907675,Europe,cases,25
18/07/2021,18,7,2021,Latvia,LV,LVA,1907675,Europe,cases,33
17/07/2021,17,7,2021,Latvia,LV,LVA,1907675,Europe,cases,39
16/07/2021,16,7,2021,Latvia,LV,LVA,1907675,Europe,cases,46
15/07/2021,15,7,2021,Latvia,LV,LVA,1907675,Europe,cases,37
14/07/2021,14,7,2021,Latvia,LV,LVA,1907675,Europe,cases,34
13/07/2021,13,7,2021,Latvia,LV,LVA,1907675,Europe,cases,53
12/07/2021,12,7,2021,Latvia,LV,LVA,1907675,Europe,cases,18
11/07/2021,11,7,2021,Latvia,LV,LVA,1907675,Europe,cases,36
10/07/2021,10,7,2021,Latvia,LV,LVA,1907675,Europe,cases,32
09/07/2021,9,7,2021,Latvia,LV,LVA,1907675,Europe,cases,34
08/07/2021,8,7,2021,Latvia,LV,LVA,1907675,Europe,cases,50
07/07/2021,7,7,2021,Latvia,LV,LVA,1907675,Europe,cases,48
06/07/2021,6,7,2021,Latvia,LV,LVA,1907675,Europe,cases,46
05/07/2021,5,7,2021,Latvia,LV,LVA,1907675,Europe,cases,22
04/07/2021,4,7,2021,Latvia,LV,LVA,1907675,Europe,cases,31
03/07/2021,3,7,2021,Latvia,LV,LVA,1907675,Europe,cases,60
02/07/2021,2,7,2021,Latvia,LV,LVA,1907675,Europe,cases,40
01/07/2021,1,7,2021,Latvia,LV,LVA,1907675,Europe,cases,71
30/06/2021,30,6,2021,Latvia,LV,LVA,1907675,Europe,cases,100
29/06/2021,29,6,2021,Latvia,LV,LVA,1907675,Europe,cases,89
28/06/2021,28,6,2021,Latvia,LV,LVA,1907675,Europe,cases,30
27/06/2021,27,6,2021,Latvia,LV,LVA,1907675,Europe,cases,41
26/06/2021,26,6,2021,Latvia,LV,LVA,1907675,Europe,cases,39
25/06/2021,25,6,2021,Latvia,LV,LVA,1907675,Europe,cases,20
24/06/2021,24,6,2021,Latvia,LV,LVA,1907675,Europe,cases,33
23/06/2021,23,6,2021,Latvia,LV,LVA,1907675,Europe,cases,102
22/06/2021,22,6,2021,Latvia,LV,LVA,1907675,Europe,cases,125
21/06/2021,21,6,2021,Latvia,LV,LVA,1907675,Europe,cases,40
20/06/2021,20,6,2021,Latvia,LV,LVA,1907675,Europe,cases,74
19/06/2021,19,6,2021,Latvia,LV,LVA,1907675,Europe,cases,84
18/06/2021,18,6,2021,Latvia,LV,LVA,1907675,Europe,cases,108
17/06/2021,17,6,2021,Latvia,LV,LVA,1907675,Europe,cases,141
16/06/2021,16,6,2021,Latvia,LV,LVA,1907675,Europe,cases,156
15/06/2021,15,6,2021,Latvia,LV,LVA,1907675,Europe,cases,143
14/06/2021,14,6,2021,Latvia,LV,LVA,1907675,Europe,cases,74
13/06/2021,13,6,2021,Latvia,LV,LVA,1907675,Europe,cases,90
12/06/2021,12,6,2021,Latvia,LV,LVA,1907675,Europe,cases,178
11/06/2021,11,6,2021,Latvia,LV,LVA,1907675,Europe,cases,178
10/06/2021,10,6,2021,Latvia,LV,LVA,1907675,Europe,cases,196
09/06/2021,9,6,2021,Latvia,LV,LVA,1907675,Europe,cases,244
08/06/2021,8,6,2021,Latvia,LV,LVA,1907675,Europe,cases,256
07/06/2021,7,6,2021,Latvia,LV,LVA,1907675,Europe,cases,76
06/06/2021,6,6,2021,Latvia,LV,LVA,1907675,Europe,cases,135
05/06/2021,5,6,2021,Latvia,LV,LVA,1907675,Europe,cases,256
04/06/2021,4,6,2021,Latvia,LV,LVA,1907675,Europe,cases,259
03/06/2021,3,6,2021,Latvia,LV,LVA,1907675,Europe,cases,296
02/06/2021,2,6,2021,Latvia,LV,LVA,1907675,Europe,cases,348
01/06/2021,1,6,2021,Latvia,LV,LVA,1907675,Europe,cases,319
31/05/2021,31,5,2021,Latvia,LV,LVA,1907675,Europe,cases,101
30/05/2021,30,5,2021,Latvia,LV,LVA,1907675,Europe,cases,180
29/05/2021,29,5,2021,Latvia,LV,LVA,1907675,Europe,cases,306
28/05/2021,28,5,2021,Latvia,LV,LVA,1907675,Europe,cases,354
27/05/2021,27,5,2021,Latvia,LV,LVA,1907675,Europe,cases,348
26/05/2021,26,5,2021,Latvia,LV,LVA,1907675,Europe,cases,396
25/05/2021,25,5,2021,Latvia,LV,LVA,1907675,Europe,cases,435
24/05/2021,24,5,2021,Latvia,LV,LVA,1907675,Europe,cases,134
23/05/2021,23,5,2021,Latvia,LV,LVA,1907675,Europe,cases,233
22/05/2021,22,5,2021,Latvia,LV,LVA,1907675,Europe,cases,441
21/05/2021,21,5,2021,Latvia,LV,LVA,1907675,Europe,cases,477
20/05/2021,20,5,2021,Latvia,LV,LVA,1907675,Europe,cases,497
19/05/2021,19,5,2021,Latvia,LV,LVA,1907675,Europe,cases,609
18/05/2021,18,5,2021,Latvia,LV,LVA,1907675,Europe,cases,563
17/05/2021,17,5,2021,Latvia,LV,LVA,1907675,Europe,cases,147
16/05/2021,16,5,2021,Latvia,LV,LVA,1907675,Europe,cases,381
15/05/2021,15,5,2021,Latvia,LV,LVA,1907675,Europe,cases,544
14/05/2021,14,5,2021,Latvia,LV,LVA,1907675,Europe,cases,666
13/05/2021,13,5,2021,Latvia,LV,LVA,1907675,Europe,cases,698
12/05/2021,12,5,2021,Latvia,LV,LVA,1907675,Europe,cases,729
11/05/2021,11,5,2021,Latvia,LV,LVA,1907675,Europe,cases,659
10/05/2021,10,5,2021,Latvia,LV,LVA,1907675,Europe,cases,338
09/05/2021,9,5,2021,Latvia,LV,LVA,1907675,Europe,cases,632
08/05/2021,8,5,2021,Latvia,LV,LVA,1907675,Europe,cases,786
07/05/2021,7,5,2021,Latvia,LV,LVA,1907675,Europe,cases,1036
06/05/2021,6,5,2021,Latvia,LV,LVA,1907675,Europe,cases,773
05/05/2021,5,5,2021,Latvia,LV,LVA,1907675,Europe,cases,358
04/05/2021,4,5,2021,Latvia,LV,LVA,1907675,Europe,cases,425
03/05/2021,3,5,2021,Latvia,LV,LVA,1907675,Europe,cases,203
02/05/2021,2,5,2021,Latvia,LV,LVA,1907675,Europe,cases,380
01/05/2021,1,5,2021,Latvia,LV,LVA,1907675,Europe,cases,812
30/04/2021,30,4,2021,Latvia,LV,LVA,1907675,Europe,cases,763
29/04/2021,29,4,2021,Latvia,LV,LVA,1907675,Europe,cases,696
28/04/2021,28,4,2021,Latvia,LV,LVA,1907675,Europe,cases,967
27/04/2021,27,4,2021,Latvia,LV,LVA,1907675,Europe,cases,596
26/04/2021,26,4,2021,Latvia,LV,LVA,1907675,Europe,cases,220
25/04/2021,25,4,2021,Latvia,LV,LVA,1907675,Europe,cases,361
24/04/2021,24,4,2021,Latvia,LV,LVA,1907675,Europe,cases,711
23/04/2021,23,4,2021,Latvia,LV,LVA,1907675,Europe,cases,683
22/04/2021,22,4,2021,Latvia,LV,LVA,1907675,Europe,cases,578
21/04/2021,21,4,2021,Latvia,LV,LVA,1907675,Europe,cases,759
20/04/2021,20,4,2021,Latvia,LV,LVA,1907675,Europe,cases,688
19/04/2021,19,4,2021,Latvia,LV,LVA,1907675,Europe,cases,202
18/04/2021,18,4,2021,Latvia,LV,LVA,1907675,Europe,cases,337
17/04/2021,17,4,2021,Latvia,LV,LVA,1907675,Europe,cases,654
16/04/2021,16,4,2021,Latvia,LV,LVA,1907675,Europe,cases,612
15/04/2021,15,4,2021,Latvia,LV,LVA,1907675,Europe,cases,643
14/04/2021,14,4,2021,Latvia,LV,LVA,1907675,Europe,cases,733
13/04/2021,13,4,2021,Latvia,LV,LVA,1907675,Europe,cases,537
12/04/2021,12,4,2021,Latvia,LV,LVA,1907675,Europe,cases,210
11/04/2021,11,4,2021,Latvia,LV,LVA,1907675,Europe,cases,368
10/04/2021,10,4,2021,Latvia,LV,LVA,1907675,Europe,cases,666
09/04/2021,9,4,2021,Latvia,LV,LVA,1907675,Europe,cases,658
08/04/2021,8,4,2021,Latvia,LV,LVA,1907675,Europe,cases,740
07/04/2021,7,4,2021,Latvia,LV,LVA,1907675,Europe,cases,643
06/04/2021,6,4,2021,Latvia,LV,LVA,1907675,Europe,cases,309
05/04/2021,5,4,2021,Latvia,LV,LVA,1907675,Europe,cases,119
04/04/2021,4,4,2021,Latvia,LV,LVA,1907675,Europe,cases,238
03/04/2021,3,4,2021,Latvia,LV,LVA,1907675,Europe,cases,279
02/04/2021,2,4,2021,Latvia,LV,LVA,1907675,Europe,cases,587
01/04/2021,1,4,2021,Latvia,LV,LVA,1907675,Europe,cases,638
31/03/2021,31,3,2021,Latvia,LV,LVA,1907675,Europe,cases,630
30/03/2021,30,3,2021,Latvia,LV,LVA,1907675,Europe,cases,526
29/03/2021,29,3,2021,Latvia,LV,LVA,1907675,Europe,cases,167
28/03/2021,28,3,2021,Latvia,LV,LVA,1907675,Europe,cases,324
27/03/2021,27,3,2021,Latvia,LV,LVA,1907675,Europe,cases,602
26/03/2021,26,3,2021,Latvia,LV,LVA,1907675,Europe,cases,638
25/03/2021,25,3,2021,Latvia,LV,LVA,1907675,Europe,cases,606
24/03/2021,24,3,2021,Latvia,LV,LVA,1907675,Europe,cases,776
23/03/2021,23,3,2021,Latvia,LV,LVA,1907675,Europe,cases,508
22/03/2021,22,3,2021,Latvia,LV,LVA,1907675,Europe,cases,177
21/03/2021,21,3,2021,Latvia,LV,LVA,1907675,Europe,cases,260
20/03/2021,20,3,2021,Latvia,LV,LVA,1907675,Europe,cases,625
19/03/2021,19,3,2021,Latvia,LV,LVA,1907675,Europe,cases,622
18/03/2021,18,3,2021,Latvia,LV,LVA,1907675,Europe,cases,482
17/03/2021,17,3,2021,Latvia,LV,LVA,1907675,Europe,cases,818
16/03/2021,16,3,2021,Latvia,LV,LVA,1907675,Europe,cases,643
15/03/2021,15,3,2021,Latvia,LV,LVA,1907675,Europe,cases,178
14/03/2021,14,3,2021,Latvia,LV,LVA,1907675,Europe,cases,297
13/03/2021,13,3,2021,Latvia,LV,LVA,1907675,Europe,cases,578
12/03/2021,12,3,2021,Latvia,LV,LVA,1907675,Europe,cases,632
11/03/2021,11,3,2021,Latvia,LV,LVA,1907675,Europe,cases,638
10/03/2021,10,3,2021,Latvia,LV,LVA,1907675,Europe,cases,639
09/03/2021,9,3,2021,Latvia,LV,LVA,1907675,Europe,cases,472
08/03/2021,8,3,2021,Latvia,LV,LVA,1907675,Europe,cases,194
07/03/2021,7,3,2021,Latvia,LV,LVA,1907675,Europe,cases,322
06/03/2021,6,3,2021,Latvia,LV,LVA,1907675,Europe,cases,595
05/03/2021,5,3,2021,Latvia,LV,LVA,1907675,Europe,cases,746
04/03/2021,4,3,2021,Latvia,LV,LVA,1907675,Europe,cases,646
03/03/2021,3,3,2021,Latvia,LV,LVA,1907675,Europe,cases,919
02/03/2021,2,3,2021,Latvia,LV,LVA,1907675,Europe,cases,645
01/03/2021,1,3,2021,Latvia,LV,LVA,1907675,Europe,cases,272
28/02/2021,28,2,2021,Latvia,LV,LVA,1907675,Europe,cases,376
27/02/2021,27,2,2021,Latvia,LV,LVA,1907675,Europe,cases,827
26/02/2021,26,2,2021,Latvia,LV,LVA,1907675,Europe,cases,725
25/02/2021,25,2,2021,Latvia,LV,LVA,1907675,Europe,cases,813
24/02/2021,24,2,2021,Latvia,LV,LVA,1907675,Europe,cases,983
23/02/2021,23,2,2021,Latvia,LV,LVA,1907675,Europe,cases,669
22/02/2021,22,2,2021,Latvia,LV,LVA,1907675,Europe,cases,274
21/02/2021,21,2,2021,Latvia,LV,LVA,1907675,Europe,cases,410
20/02/2021,20,2,2021,Latvia,LV,LVA,1907675,Europe,cases,1069
19/02/2021,19,2,2021,Latvia,LV,LVA,1907675,Europe,cases,689
18/02/2021,18,2,2021,Latvia,LV,LVA,1907675,Europe,cases,708
17/02/2021,17,2,2021,Latvia,LV,LVA,1907675,Europe,cases,946
16/02/2021,16,2,2021,Latvia,LV,LVA,1907675,Europe,cases,713
15/02/2021,15,2,2021,Latvia,LV,LVA,1907675,Europe,cases,278
14/02/2021,14,2,2021,Latvia,LV,LVA,1907675,Europe,cases,424
13/02/2021,13,2,2021,Latvia,LV,LVA,1907675,Europe,cases,773
12/02/2021,12,2,2021,Latvia,LV,LVA,1907675,Europe,cases,808
11/02/2021,11,2,2021,Latvia,LV,LVA,1907675,Europe,cases,842
10/02/2021,10,2,2021,Latvia,LV,LVA,1907675,Europe,cases,990
09/02/2021,9,2,2021,Latvia,LV,LVA,1907675,Europe,cases,781
08/02/2021,8,2,2021,Latvia,LV,LVA,1907675,Europe,cases,288
07/02/2021,7,2,2021,Latvia,LV,LVA,1907675,Europe,cases,480
06/02/2021,6,2,2021,Latvia,LV,LVA,1907675,Europe,cases,1044
05/02/2021,5,2,2021,Latvia,LV,LVA,1907675,Europe,cases,876
04/02/2021,4,2,2021,Latvia,LV,LVA,1907675,Europe,cases,742
03/02/2021,3,2,2021,Latvia,LV,LVA,1907675,Europe,cases,1231
02/02/2021,2,2,2021,Latvia,LV,LVA,1907675,Europe,cases,775
01/02/2021,1,2,2021,Latvia,LV,LVA,1907675,Europe,cases,411
31/01/2021,31,1,2021,Latvia,LV,LVA,1907675,Europe,cases,533
30/01/2021,30,1,2021,Latvia,LV,LVA,1907675,Europe,cases,785
29/01/2021,29,1,2021,Latvia,LV,LVA,1907675,Europe,cases,931
28/01/2021,28,1,2021,Latvia,LV,LVA,1907675,Europe,cases,965
27/01/2021,27,1,2021,Latvia,LV,LVA,1907675,Europe,cases,1103
26/01/2021,26,1,2021,Latvia,LV,LVA,1907675,Europe,cases,693
25/01/2021,25,1,2021,Latvia,LV,LVA,1907675,Europe,cases,223
24/01/2021,24,1,2021,Latvia,LV,LVA,1907675,Europe,cases,512
23/01/2021,23,1,2021,Latvia,LV,LVA,1907675,Europe,cases,910
22/01/2021,22,1,2021,Latvia,LV,LVA,1907675,Europe,cases,876
21/01/2021,21,1,2021,Latvia,LV,LVA,1907675,Europe,cases,902
20/01/2021,20,1,2021,Latvia,LV,LVA,1907675,Europe,cases,1088
19/01/2021,19,1,2021,Latvia,LV,LVA,1907675,Europe,cases,812
18/01/2021,18,1,2021,Latvia,LV,LVA,1907675,Europe,cases,244
17/01/2021,17,1,2021,Latvia,LV,LVA,1907675,Europe,cases,567
16/01/2021,16,1,2021,Latvia,LV,LVA,1907675,Europe,cases,1031
15/01/2021,15,1,2021,Latvia,LV,LVA,1907675,Europe,cases,1084
14/01/2021,14,1,2021,Latvia,LV,LVA,1907675,Europe,cases,950
13/01/2021,13,1,2021,Latvia,LV,LVA,1907675,Europe,cases,1255
12/01/2021,12,1,2021,Latvia,LV,LVA,1907675,Europe,cases,878
11/01/2021,11,1,2021,Latvia,LV,LVA,1907675,Europe,cases,331
10/01/2021,10,1,2021,Latvia,LV,LVA,1907675,Europe,cases,616
09/01/2021,9,1,2021,Latvia,LV,LVA,1907675,Europe,cases,1170
08/01/2021,8,1,2021,Latvia,LV,LVA,1907675,Europe,cases,1237
07/01/2021,7,1,2021,Latvia,LV,LVA,1907675,Europe,cases,1374
06/01/2021,6,1,2021,Latvia,LV,LVA,1907675,Europe,cases,1229
05/01/2021,5,1,2021,Latvia,LV,LVA,1907675,Europe,cases,824
04/01/2021,4,1,2021,Latvia,LV,LVA,1907675,Europe,cases,621
03/01/2021,3,1,2021,Latvia,LV,LVA,1907675,Europe,cases,568
02/01/2021,2,1,2021,Latvia,LV,LVA,1907675,Europe,cases,314
01/01/2021,1,1,2021,Latvia,LV,LVA,1907675,Europe,cases,711
31/12/2020,31,12,2020,Latvia,LV,LVA,1907675,Europe,cases,1861
30/12/2020,30,12,2020,Latvia,LV,LVA,1907675,Europe,cases,1367
29/12/2020,29,12,2020,Latvia,LV,LVA,1907675,Europe,cases,838
28/12/2020,28,12,2020,Latvia,LV,LVA,1907675,Europe,cases,508
27/12/2020,27,12,2020,Latvia,LV,LVA,1907675,Europe,cases,511
26/12/2020,26,12,2020,Latvia,LV,LVA,1907675,Europe,cases,399
25/12/2020,25,12,2020,Latvia,LV,LVA,1907675,Europe,cases,666
24/12/2020,24,12,2020,Latvia,LV,LVA,1907675,Europe,cases,1270
23/12/2020,23,12,2020,Latvia,LV,LVA,1907675,Europe,cases,1145
22/12/2020,22,12,2020,Latvia,LV,LVA,1907675,Europe,cases,1004
21/12/2020,21,12,2020,Latvia,LV,LVA,1907675,Europe,cases,395
20/12/2020,20,12,2020,Latvia,LV,LVA,1907675,Europe,cases,643
19/12/2020,19,12,2020,Latvia,LV,LVA,1907675,Europe,cases,870
18/12/2020,18,12,2020,Latvia,LV,LVA,1907675,Europe,cases,892
17/12/2020,17,12,2020,Latvia,LV,LVA,1907675,Europe,cases,1040
16/12/2020,16,12,2020,Latvia,LV,LVA,1907675,Europe,cases,1023
15/12/2020,15,12,2020,Latvia,LV,LVA,1907675,Europe,cases,587
14/12/2020,14,12,2020,Latvia,LV,LVA,1907675,Europe,cases,210
13/12/2020,13,12,2020,Latvia,LV,LVA,1907675,Europe,cases,629
12/12/2020,12,12,2020,Latvia,LV,LVA,1907675,Europe,cases,660
11/12/2020,11,12,2020,Latvia,LV,LVA,1907675,Europe,cases,680
10/12/2020,10,12,2020,Latvia,LV,LVA,1907675,Europe,cases,890
09/12/2020,9,12,2020,Latvia,LV,LVA,1907675,Europe,cases,712
08/12/2020,8,12,2020,Latvia,LV,LVA,1907675,Europe,cases,584
07/12/2020,7,12,2020,Latvia,LV,LVA,1907675,Europe,cases,207
06/12/2020,6,12,2020,Latvia,LV,LVA,1907675,Europe,cases,526
05/12/2020,5,12,2020,Latvia,LV,LVA,1907675,Europe,cases,794
04/12/2020,4,12,2020,Latvia,LV,LVA,1907675,Europe,cases,686
03/12/2020,3,12,2020,Latvia,LV,LVA,1907675,Europe,cases,930
02/12/2020,2,12,2020,Latvia,LV,LVA,1907675,Europe,cases,690
01/12/2020,1,12,2020,Latvia,LV,LVA,1907675,Europe,cases,612
30/11/2020,30,11,2020,Latvia,LV,LVA,1907675,Europe,cases,100
29/11/2020,29,11,2020,Latvia,LV,LVA,1907675,Europe,cases,414
28/11/2020,28,11,2020,Latvia,LV,LVA,1907675,Europe,cases,753
27/11/2020,27,11,2020,Latvia,LV,LVA,1907675,Europe,cases,637
26/11/2020,26,11,2020,Latvia,LV,LVA,1907675,Europe,cases,898
25/11/2020,25,11,2020,Latvia,LV,LVA,1907675,Europe,cases,580
24/11/2020,24,11,2020,Latvia,LV,LVA,1907675,Europe,cases,457
23/11/2020,23,11,2020,Latvia,LV,LVA,1907675,Europe,cases,116
22/11/2020,22,11,2020,Latvia,LV,LVA,1907675,Europe,cases,376
21/11/2020,21,11,2020,Latvia,LV,LVA,1907675,Europe,cases,642
20/11/2020,20,11,2020,Latvia,LV,LVA,1907675,Europe,cases,380
19/11/2020,19,11,2020,Latvia,LV,LVA,1907675,Europe,cases,366
18/11/2020,18,11,2020,Latvia,LV,LVA,1907675,Europe,cases,442
17/11/2020,17,11,2020,Latvia,LV,LVA,1907675,Europe,cases,278
16/11/2020,16,11,2020,Latvia,LV,LVA,1907675,Europe,cases,89
